track_id,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,feature37,feature38,feature39,feature40,feature41,feature42,feature43,feature44,feature45,feature46,feature47,feature48,feature49,feature50
047fCsbO4NdmwCBn8pcUXl,0.5005927085876465,0.32995009422302246,0.3611848056316376,0.30309736728668213,0.41386204957962036,0.3399324119091034,0.27906325459480286,0.36484265327453613,0.3635156750679016,0.5220401287078857,0.39403653144836426,0.43726611137390137,-224.02748107910156,126.98363494873047,24.905323028564453,20.445322036743164,12.248089790344238,4.333515644073486,-0.08467229455709457,1.3364808559417725,-8.657946586608887,3.8393285274505615,-0.6298186779022217,-1.1257164478302002,-2.443643093109131,0.4974488317966461,0.7488675713539124,2.5434279441833496,-2.913327932357788,0.9446151852607727,-2.5814239978790283,-1.3416547775268555,1194.4160644374792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05oFyvdztPdpwSwpoclD4c,0.3226603865623474,0.31044384837150574,0.47190234065055847,0.32613420486450195,0.4509648382663727,0.3659183979034424,0.3817886710166931,0.3875584900379181,0.32120034098625183,0.45679324865341187,0.3787553906440735,0.42242076992988586,-27.192834854125977,67.7492904663086,5.318512439727783,17.39410972595215,-4.510526657104492,4.62309455871582,0.7744261622428894,3.623079538345337,-5.4200053215026855,1.891885757446289,-3.3831279277801514,1.6444315910339355,-1.3815964460372925,0.9998183846473694,-2.776418685913086,2.1990325450897217,-0.17409296333789825,2.705601930618286,-2.3788671493530273,-1.0035113096237183,3000.112514797742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03sno6MIkoVX5eC4pRKMzr,0.5288898944854736,0.3142845332622528,0.36624303460121155,0.4854852557182312,0.33400997519493103,0.3882738947868347,0.3556491434574127,0.5432544946670532,0.45991313457489014,0.33662810921669006,0.460273802280426,0.366050124168396,-72.16666412353516,105.16034698486328,-11.643411636352539,8.248139381408691,3.6519670486450195,8.597627639770508,-1.3420379161834717,4.8206939697265625,0.6128196716308594,3.5230369567871094,-1.325578212738037,0.30718889832496643,-2.933123826980591,3.0710811614990234,-4.351663112640381,-0.8535992503166199,-3.5732791423797607,2.0290989875793457,-3.3183162212371826,1.6309343576431274,2043.2907931713794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05LCfd8s9n2teUcsTsBAnr,0.45905572175979614,0.3739047050476074,0.3263024687767029,0.329806923866272,0.3263299763202667,0.31713831424713135,0.33812326192855835,0.3741999566555023,0.43981534242630005,0.4486798942089081,0.596122682094574,0.5449526309967041,-101.0701675415039,96.86686706542969,-4.654115676879883,9.424817085266113,4.040532112121582,2.91676664352417,-4.35276460647583,10.47221565246582,-3.1000888347625732,8.56872272491455,0.6556592583656311,-0.20972630381584167,-5.2604804039001465,-0.15616263449192047,-6.65281343460083,1.4483966827392578,-4.230092525482178,-0.08285242319107056,-6.0755791664123535,-3.9250926971435547,2329.728784383579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
044fQJmT2fZUYcA3BnaOL2,0.4474213421344757,0.4336036443710327,0.5505548119544983,0.4130229651927948,0.314887672662735,0.420089989900589,0.3543166518211365,0.47702205181121826,0.32665055990219116,0.3853054642677307,0.5218827128410339,0.4269615709781647,-215.6739959716797,59.980377197265625,15.471049308776855,13.205025672912598,9.5254545211792,8.9082670211792,3.0203659534454346,6.880654335021973,-1.2238186597824097,6.8650617599487305,-6.052473068237305,2.894775629043579,-4.561272621154785,3.037759304046631,-2.814887046813965,2.5087249279022217,0.04048673436045647,0.20257604122161865,-3.485856533050537,2.151287317276001,3316.294618787909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
04gYIUXKUVY2bZhawtyxD0,0.4114491045475006,0.4575827121734619,0.5287775993347168,0.49642708897590637,0.4688236117362976,0.46331343054771423,0.49240824580192566,0.5617427229881287,0.7316756248474121,0.7444552183151245,0.5537592768669128,0.4223615527153015,-31.65108299255371,89.44092559814453,-1.6781495809555054,33.20922088623047,14.101638793945312,20.98311996459961,11.602169036865234,18.180965423583984,7.509763240814209,9.24211597442627,2.027310371398926,4.7622504234313965,0.9971835017204285,5.327794551849365,-1.6930958032608032,5.199426174163818,0.5525355339050293,2.0813214778900146,-0.9957184195518494,-1.4468038082122803,2170.0379847795048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
04Rz403IY7QUqgfrTWX6OU,0.4986099302768707,0.47863802313804626,0.4444068372249603,0.38970112800598145,0.33314308524131775,0.30960625410079956,0.3376014828681946,0.390459805727005,0.47157859802246094,0.4357132613658905,0.4618696868419647,0.5041595697402954,-93.40966033935547,84.4616470336914,2.3882715702056885,37.736568450927734,-12.197733879089355,8.467637062072754,-6.010612964630127,2.8502066135406494,-7.295137882232666,2.651876926422119,-1.1314506530761719,0.9254150390625,-5.010120391845703,2.1581368446350098,-4.622909069061279,-0.9563301801681519,-4.538699626922607,-0.7529217004776001,-3.9664642810821533,-0.32226890325546265,2318.21557318175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03L9G5TQGdhASEknspRIZQ,0.4245784282684326,0.3018399477005005,0.3329423666000366,0.3835698366165161,0.3723418414592743,0.60127192735672,0.3680330812931061,0.36838680505752563,0.4042719602584839,0.4433433711528778,0.4542689919471741,0.3780939280986786,-19.653980255126953,46.65404510498047,-8.799556732177734,17.762224197387695,-6.977743148803711,2.8099656105041504,2.4027912616729736,4.509367942810059,0.22855551540851593,5.231287002563477,-3.571016311645508,0.26644885540008545,-4.858739376068115,2.287332534790039,-1.2813329696655273,3.982074022293091,-0.6508833765983582,3.5608937740325928,1.1062670946121216,4.621109485626221,3102.109410238402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05R2lE5g9hnaSmxIrUl3C0,0.2937815189361572,0.3145906329154968,0.39687615633010864,0.5205584764480591,0.397247850894928,0.45117610692977905,0.42156335711479187,0.42173153162002563,0.5090732574462891,0.46431341767311096,0.5677787065505981,0.3671186864376068,-203.5761260986328,84.01765441894531,25.82277488708496,20.369890213012695,3.435481309890747,5.992674350738525,-4.632731914520264,11.358261108398438,-7.030965805053711,1.5916444063186646,0.3481692969799042,-3.38240909576416,-3.839235544204712,-0.39744308590888977,-3.861809253692627,-0.7349548935890198,-5.6661458015441895,-1.2380832433700562,-2.756695032119751,-0.16874302923679352,2490.753746284258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
056uvAVDFOa7kv9idKPpf0,0.21413974463939667,0.34145084023475647,0.24005311727523804,0.2456086277961731,0.4242002069950104,0.2156582772731781,0.25916266441345215,0.17042423784732819,0.3461557626724243,0.4161528944969177,0.21474646031856537,0.2827310860157013,-272.3239440917969,92.96994018554688,-2.962914228439331,19.105772018432617,-1.3151158094406128,5.024376392364502,-8.118903160095215,0.515582799911499,-7.613813400268555,2.014854907989502,-9.558548927307129,-1.4144630432128906,-7.5567121505737305,-2.2160017490386963,-4.314617156982422,0.8362332582473755,-0.1537005454301834,3.7221486568450928,-1.6698155403137207,-0.41657865047454834,2225.547402149762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
